mixer_0	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	1.000000	Np	76.950883
mixer_1	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	23.275000	Np	5.212554
mixer_2	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	8.425000	Np	9.978584
mixer_3	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	97.525000	Np	3.187950
mixer_4	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	28.225000	Np	4.802783
mixer_5	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	57.925000	Np	3.668136
mixer_6	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	3.475000	Np	22.570772
mixer_7	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	92.575000	Np	3.223826
mixer_8	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	72.775000	Np	3.423019
mixer_9	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	43.075000	Np	4.070095
mixer_10	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	38.125000	Np	4.262301
mixer_11	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	77.725000	Np	3.362748
mixer_12	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	33.175000	Np	4.499885
mixer_13	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	82.675000	Np	3.310268
mixer_14	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	67.825000	Np	3.492638
mixer_15	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	62.875000	Np	3.573536
mixer_16	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	48.025000	Np	3.911709
mixer_17	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	52.975000	Np	3.779511
mixer_18	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	87.625000	Np	3.264308
mixer_19	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	18.325000	Np	5.837592
mixer_20	T/D	2.500000	H/T	1.200000	T/C	3.000000	D/W	3.500000	D/W_Hub	3.500000	E/W	0.150000	theta	0.523599	Re	13.375000	Np	7.017677
